Unnamed: 0,ID,KML_ha,REDD,fid,polygon_ID,polygon_ha,year,def,defc,soil,pa,mine,conces,mm_ID,buf1k_def,buf1k_defc,buf10k_def,buf10k_defc,tree,access,dem,slope,fric,mm
39273,1748,458040,0,1748,1123,385399.54,2015,683.0,17606.45,1.8,0.335,0.021,0.03,1123 2015,174,1517,1269,13179,0.34,118.6443,12.6519,0.3611,0.0123,1175
41764,1748,458040,0,1748,1123,385399.54,2016,937.65,18544.1,1.8,0.335,0.021,0.03,1123 2016,149,1666,2219,15397,0.34,118.6443,12.6519,0.3611,0.0123,1331
44255,1748,458040,0,1748,1123,385399.54,2017,441.78,18985.88,1.8,0.335,0.021,0.03,1123 2017,135,1801,1830,17228,0.34,118.6443,12.6519,0.3611,0.0123,1340
46746,1748,458040,0,1748,1123,385399.54,2018,341.21,19327.09,1.8,0.335,0.021,0.03,1123 2018,91,1892,1722,18949,0.34,118.6443,12.6519,0.3611,0.0123,1331
49237,1748,458040,0,1748,1123,385399.54,2019,762.59,20089.68,1.8,0.335,0.021,0.03,1123 2019,192,2084,3533,22483,0.34,118.6443,12.6519,0.3611,0.0123,1121
51728,1748,458040,0,1748,1123,385399.54,2020,875.15,20964.83,1.8,0.335,0.021,0.03,1123 2020,245,2328,2416,24899,0.34,118.6443,12.6519,0.3611,0.0123,1297
4400,1748,458040,0,1748,1124,474222.74,2001,859.98,859.98,2.111,0.225,0.056,0.13,1124 2001,11,11,326,326,0.42,98.4132,86.6038,0.9328,0.0124,1502
6891,1748,458040,0,1748,1124,474222.74,2002,1742.77,2602.75,2.111,0.225,0.056,0.13,1124 2002,84,95,801,1128,0.42,98.4132,86.6038,0.9328,0.0124,1389
9382,1748,458040,0,1748,1124,474222.74,2003,2326.53,4929.28,2.111,0.225,0.056,0.13,1124 2003,148,243,1228,2356,0.42,98.4132,86.6038,0.9328,0.0124,1368
11873,1748,458040,0,1748,1124,474222.74,2004,5892.96,10822.24,2.111,0.225,0.056,0.13,1124 2004,297,540,2250,4606,0.42,98.4132,86.6038,0.9328,0.0124,1278
14364,1748,458040,0,1748,1124,474222.74,2005,1895.98,12718.23,2.111,0.225,0.056,0.13,1124 2005,94,634,658,5264,0.42,98.4132,86.6038,0.9328,0.0124,1306
16855,1748,458040,0,1748,1124,474222.74,2006,4689.41,17407.64,2.111,0.225,0.056,0.13,1124 2006,232,866,2264,7528,0.42,98.4132,86.6038,0.9328,0.0124,1597
19346,1748,458040,0,1748,1124,474222.74,2007,4781.57,22189.21,2.111,0.225,0.056,0.13,1124 2007,211,1077,1642,9171,0.42,98.4132,86.6038,0.9328,0.0124,1687
21837,1748,458040,0,1748,1124,474222.74,2008,3554.21,25743.42,2.111,0.225,0.056,0.13,1124 2008,219,1296,1465,10636,0.42,98.4132,86.6038,0.9328,0.0124,1431
24328,1748,458040,0,1748,1124,474222.74,2009,9459.69,35203.11,2.111,0.225,0.056,0.13,1124 2009,647,1943,4781,15416,0.42,98.4132,86.6038,0.9328,0.0124,1474
26819,1748,458040,0,1748,1124,474222.74,2010,14851.19,50054.3,2.111,0.225,0.056,0.13,1124 2010,829,2772,6207,21623,0.42,98.4132,86.6038,0.9328,0.0124,1276
29310,1748,458040,0,1748,1124,474222.74,2011,6960.75,57015.05,2.111,0.225,0.056,0.13,1124 2011,298,3071,3336,24958,0.42,98.4132,86.6038,0.9328,0.0124,1755
31801,1748,458040,0,1748,1124,474222.74,2012,12229.82,69244.87,2.111,0.225,0.056,0.13,1124 2012,570,3641,6677,31636,0.42,98.4132,86.6038,0.9328,0.0124,1435
34292,1748,458040,0,1748,1124,474222.74,2013,7582.1,76826.97,2.111,0.225,0.056,0.13,1124 2013,536,4177,6302,37937,0.42,98.4132,86.6038,0.9328,0.0124,1541
36783,1748,458040,0,1748,1124,474222.74,2014,9085.92,85912.89,2.111,0.225,0.056,0.13,1124 2014,477,4654,6258,44195,0.42,98.4132,86.6038,0.9328,0.0124,1404
39274,1748,458040,0,1748,1124,474222.74,2015,8149.42,94062.3,2.111,0.225,0.056,0.13,1124 2015,454,5108,7228,51423,0.42,98.4132,86.6038,0.9328,0.0124,1169
41765,1748,458040,0,1748,1124,474222.74,2016,8414.22,102476.52,2.111,0.225,0.056,0.13,1124 2016,338,5446,5813,57236,0.42,98.4132,86.6038,0.9328,0.0124,1326
44256,1748,458040,0,1748,1124,474222.74,2017,6572.64,109049.16,2.111,0.225,0.056,0.13,1124 2017,254,5700,3381,60617,0.42,98.4132,86.6038,0.9328,0.0124,1280
46747,1748,458040,0,1748,1124,474222.74,2018,11458.75,120507.91,2.111,0.225,0.056,0.13,1124 2018,610,6311,4737,65354,0.42,98.4132,86.6038,0.9328,0.0124,1310
49238,1748,458040,0,1748,1124,474222.74,2019,13253.39,133761.31,2.111,0.225,0.056,0.13,1124 2019,814,7125,7000,72354,0.42,98.4132,86.6038,0.9328,0.0124,1298
51729,1748,458040,0,1748,1124,474222.74,2020,9678.67,143439.97,2.111,0.225,0.056,0.13,1124 2020,670,7795,6155,78509,0.42,98.4132,86.6038,0.9328,0.0124,1327
4401,1748,458040,0,1748,1125,316170.58,2001,383.19,383.19,1.9,0.562,0.28,0.0,1125 2001,50,50,539,539,0.79,659.8266,179.2457,2.8746,0.0393,2819
6892,1748,458040,0,1748,1125,316170.58,2002,291.76,674.94,1.9,0.562,0.28,0.0,1125 2002,48,97,538,1077,0.79,659.8266,179.2457,2.8746,0.0393,2895
9383,1748,458040,0,1748,1125,316170.58,2003,80.67,755.61,1.9,0.562,0.28,0.0,1125 2003,9,107,156,1233,0.79,659.8266,179.2457,2.8746,0.0393,2410
11874,1748,458040,0,1748,1125,316170.58,2004,416.16,1171.77,1.9,0.562,0.28,0.0,1125 2004,50,156,534,1767,0.79,659.8266,179.2457,2.8746,0.0393,2533
14365,1748,458040,0,1748,1125,316170.58,2005,234.24,1406.01,1.9,0.562,0.28,0.0,1125 2005,11,167,294,2061,0.79,659.8266,179.2457,2.8746,0.0393,2608
16856,1748,458040,0,1748,1125,316170.58,2006,423.37,1829.38,1.9,0.562,0.28,0.0,1125 2006,95,262,925,2986,0.79,659.8266,179.2457,2.8746,0.0393,2879
19347,1748,458040,0,1748,1125,316170.58,2007,469.48,2298.85,1.9,0.562,0.28,0.0,1125 2007,105,367,536,3522,0.79,659.8266,179.2457,2.8746,0.0393,2703
21838,1748,458040,0,1748,1125,316170.58,2008,291.14,2589.99,1.9,0.562,0.28,0.0,1125 2008,30,397,326,3849,0.79,659.8266,179.2457,2.8746,0.0393,2294
24329,1748,458040,0,1748,1125,316170.58,2009,302.51,2892.5,1.9,0.562,0.28,0.0,1125 2009,43,440,333,4182,0.79,659.8266,179.2457,2.8746,0.0393,2620
26820,1748,458040,0,1748,1125,316170.58,2010,845.05,3737.54,1.9,0.562,0.28,0.0,1125 2010,107,547,624,4806,0.79,659.8266,179.2457,2.8746,0.0393,2186
29311,1748,458040,0,1748,1125,316170.58,2011,345.21,4082.75,1.9,0.562,0.28,0.0,1125 2011,89,636,703,5509,0.79,659.8266,179.2457,2.8746,0.0393,2973
31802,1748,458040,0,1748,1125,316170.58,2012,139.72,4222.48,1.9,0.562,0.28,0.0,1125 2012,16,652,233,5741,0.79,659.8266,179.2457,2.8746,0.0393,2306
34293,1748,458040,0,1748,1125,316170.58,2013,312.74,4535.22,1.9,0.562,0.28,0.0,1125 2013,60,712,1216,6957,0.79,659.8266,179.2457,2.8746,0.0393,2406
36784,1748,458040,0,1748,1125,316170.58,2014,187.04,4722.26,1.9,0.562,0.28,0.0,1125 2014,33,745,475,7432,0.79,659.8266,179.2457,2.8746,0.0393,2566
39275,1748,458040,0,1748,1125,316170.58,2015,463.62,5185.88,1.9,0.562,0.28,0.0,1125 2015,126,870,981,8413,0.79,659.8266,179.2457,2.8746,0.0393,1879
41766,1748,458040,0,1748,1125,316170.58,2016,1181.81,6367.69,1.9,0.562,0.28,0.0,1125 2016,228,1098,1728,10142,0.79,659.8266,179.2457,2.8746,0.0393,2274
44257,1748,458040,0,1748,1125,316170.58,2017,789.16,7156.86,1.9,0.562,0.28,0.0,1125 2017,50,1148,857,10999,0.79,659.8266,179.2457,2.8746,0.0393,2353
46748,1748,458040,0,1748,1125,316170.58,2018,975.37,8132.23,1.9,0.562,0.28,0.0,1125 2018,38,1187,1131,12130,0.79,659.8266,179.2457,2.8746,0.0393,2428
49239,1748,458040,0,1748,1125,316170.58,2019,1222.95,9355.18,1.9,0.562,0.28,0.0,1125 2019,141,1328,2791,14921,0.79,659.8266,179.2457,2.8746,0.0393,2277
51730,1748,458040,0,1748,1125,316170.58,2020,1368.22,10723.4,1.9,0.562,0.28,0.0,1125 2020,124,1452,2837,17758,0.79,659.8266,179.2457,2.8746,0.0393,2120
4402,1748,458040,0,1748,1126,473125.16,2001,283.09,283.09,1.625,0.246,0.003,0.0,1126 2001,8,8,161,161,0.27,52.5539,12.2164,0.3619,0.002,1136
6893,1748,458040,0,1748,1126,473125.16,2002,409.76,692.84,1.625,0.246,0.003,0.0,1126 2002,0,8,7,168,0.27,52.5539,12.2164,0.3619,0.002,1126
9384,1748,458040,0,1748,1126,473125.16,2003,692.92,1385.76,1.625,0.246,0.003,0.0,1126 2003,10,18,626,794,0.27,52.5539,12.2164,0.3619,0.002,1114
11875,1748,458040,0,1748,1126,473125.16,2004,571.32,1957.08,1.625,0.246,0.003,0.0,1126 2004,14,33,180,974,0.27,52.5539,12.2164,0.3619,0.002,1013
14366,1748,458040,0,1748,1126,473125.16,2005,87.39,2044.48,1.625,0.246,0.003,0.0,1126 2005,0,33,8,982,0.27,52.5539,12.2164,0.3619,0.002,1086
16857,1748,458040,0,1748,1126,473125.16,2006,979.63,3024.11,1.625,0.246,0.003,0.0,1126 2006,3,36,223,1205,0.27,52.5539,12.2164,0.3619,0.002,1272
19348,1748,458040,0,1748,1126,473125.16,2007,355.72,3379.83,1.625,0.246,0.003,0.0,1126 2007,3,39,130,1335,0.27,52.5539,12.2164,0.3619,0.002,1396
21839,1748,458040,0,1748,1126,473125.16,2008,407.04,3786.87,1.625,0.246,0.003,0.0,1126 2008,2,41,71,1406,0.27,52.5539,12.2164,0.3619,0.002,1230
24330,1748,458040,0,1748,1126,473125.16,2009,2404.27,6191.14,1.625,0.246,0.003,0.0,1126 2009,20,61,1085,2492,0.27,52.5539,12.2164,0.3619,0.002,1215
26821,1748,458040,0,1748,1126,473125.16,2010,2655.55,8846.68,1.625,0.246,0.003,0.0,1126 2010,35,96,566,3058,0.27,52.5539,12.2164,0.3619,0.002,1139
29312,1748,458040,0,1748,1126,473125.16,2011,95.52,8942.21,1.625,0.246,0.003,0.0,1126 2011,0,97,120,3178,0.27,52.5539,12.2164,0.3619,0.002,1431
31803,1748,458040,0,1748,1126,473125.16,2012,754.14,9696.35,1.625,0.246,0.003,0.0,1126 2012,18,115,323,3501,0.27,52.5539,12.2164,0.3619,0.002,1196
34294,1748,458040,0,1748,1126,473125.16,2013,95.24,9791.59,1.625,0.246,0.003,0.0,1126 2013,9,124,153,3654,0.27,52.5539,12.2164,0.3619,0.002,1342
36785,1748,458040,0,1748,1126,473125.16,2014,143.75,9935.34,1.625,0.246,0.003,0.0,1126 2014,4,128,229,3883,0.27,52.5539,12.2164,0.3619,0.002,1165
39276,1748,458040,0,1748,1126,473125.16,2015,123.0,10058.34,1.625,0.246,0.003,0.0,1126 2015,3,131,346,4229,0.27,52.5539,12.2164,0.3619,0.002,999
41767,1748,458040,0,1748,1126,473125.16,2016,166.18,10224.52,1.625,0.246,0.003,0.0,1126 2016,15,146,540,4769,0.27,52.5539,12.2164,0.3619,0.002,1120
44258,1748,458040,0,1748,1126,473125.16,2017,227.64,10452.16,1.625,0.246,0.003,0.0,1126 2017,11,157,291,5059,0.27,52.5539,12.2164,0.3619,0.002,1066
46749,1748,458040,0,1748,1126,473125.16,2018,33.51,10485.67,1.625,0.246,0.003,0.0,1126 2018,13,170,350,5409,0.27,52.5539,12.2164,0.3619,0.002,1105
49240,1748,458040,0,1748,1126,473125.16,2019,102.12,10587.79,1.625,0.246,0.003,0.0,1126 2019,20,189,1106,6515,0.27,52.5539,12.2164,0.3619,0.002,1062
51731,1748,458040,0,1748,1126,473125.16,2020,174.39,10762.18,1.625,0.246,0.003,0.0,1126 2020,7,197,643,7158,0.27,52.5539,12.2164,0.3619,0.002,1219
4403,1748,458040,0,1748,1127,473642.95,2001,2044.26,2044.26,2.353,0.559,0.665,0.163,1127 2001,82,82,1038,1038,0.65,317.6883,96.6472,1.3143,0.0129,1858
6894,1748,458040,0,1748,1127,473642.95,2002,3890.96,5935.22,2.353,0.559,0.665,0.163,1127 2002,85,167,1530,2569,0.65,317.6883,96.6472,1.3143,0.0129,1709
9385,1748,458040,0,1748,1127,473642.95,2003,2813.89,8749.11,2.353,0.559,0.665,0.163,1127 2003,172,339,1405,3974,0.65,317.6883,96.6472,1.3143,0.0129,1635
11876,1748,458040,0,1748,1127,473642.95,2004,2009.93,10759.05,2.353,0.559,0.665,0.163,1127 2004,229,569,2037,6011,0.65,317.6883,96.6472,1.3143,0.0129,1550
14367,1748,458040,0,1748,1127,473642.95,2005,1523.56,12282.6,2.353,0.559,0.665,0.163,1127 2005,178,746,1599,7610,0.65,317.6883,96.6472,1.3143,0.0129,1554
16858,1748,458040,0,1748,1127,473642.95,2006,2303.76,14586.36,2.353,0.559,0.665,0.163,1127 2006,114,860,1646,9256,0.65,317.6883,96.6472,1.3143,0.0129,1905
19349,1748,458040,0,1748,1127,473642.95,2007,2215.37,16801.73,2.353,0.559,0.665,0.163,1127 2007,185,1045,1869,11125,0.65,317.6883,96.6472,1.3143,0.0129,2026
21840,1748,458040,0,1748,1127,473642.95,2008,1674.21,18475.94,2.353,0.559,0.665,0.163,1127 2008,176,1221,2093,13218,0.65,317.6883,96.6472,1.3143,0.0129,1563
24331,1748,458040,0,1748,1127,473642.95,2009,2356.01,20831.95,2.353,0.559,0.665,0.163,1127 2009,337,1558,2587,15805,0.65,317.6883,96.6472,1.3143,0.0129,1748
26822,1748,458040,0,1748,1127,473642.95,2010,3277.35,24109.29,2.353,0.559,0.665,0.163,1127 2010,231,1789,3281,19085,0.65,317.6883,96.6472,1.3143,0.0129,1438
29313,1748,458040,0,1748,1127,473642.95,2011,6262.06,30371.35,2.353,0.559,0.665,0.163,1127 2011,533,2322,5234,24319,0.65,317.6883,96.6472,1.3143,0.0129,2056
31804,1748,458040,0,1748,1127,473642.95,2012,7067.17,37438.52,2.353,0.559,0.665,0.163,1127 2012,648,2970,7723,32042,0.65,317.6883,96.6472,1.3143,0.0129,1672
34295,1748,458040,0,1748,1127,473642.95,2013,12263.6,49702.13,2.353,0.559,0.665,0.163,1127 2013,587,3556,11384,43426,0.65,317.6883,96.6472,1.3143,0.0129,1730
36786,1748,458040,0,1748,1127,473642.95,2014,8462.58,58164.7,2.353,0.559,0.665,0.163,1127 2014,800,4356,8811,52237,0.65,317.6883,96.6472,1.3143,0.0129,1704
39277,1748,458040,0,1748,1127,473642.95,2015,7329.67,65494.38,2.353,0.559,0.665,0.163,1127 2015,734,5090,8165,60402,0.65,317.6883,96.6472,1.3143,0.0129,1334
41768,1748,458040,0,1748,1127,473642.95,2016,11633.88,77128.26,2.353,0.559,0.665,0.163,1127 2016,1166,6256,10320,70722,0.65,317.6883,96.6472,1.3143,0.0129,1504
44259,1748,458040,0,1748,1127,473642.95,2017,6705.4,83833.66,2.353,0.559,0.665,0.163,1127 2017,503,6759,6515,77237,0.65,317.6883,96.6472,1.3143,0.0129,1552
46750,1748,458040,0,1748,1127,473642.95,2018,6271.83,90105.48,2.353,0.559,0.665,0.163,1127 2018,454,7213,5566,82803,0.65,317.6883,96.6472,1.3143,0.0129,1591
49241,1748,458040,0,1748,1127,473642.95,2019,8044.34,98149.82,2.353,0.559,0.665,0.163,1127 2019,426,7640,7378,90181,0.65,317.6883,96.6472,1.3143,0.0129,1297
51732,1748,458040,0,1748,1127,473642.95,2020,7857.61,106007.44,2.353,0.559,0.665,0.163,1127 2020,587,8227,8242,98423,0.65,317.6883,96.6472,1.3143,0.0129,1458
4404,1748,458040,0,1748,1128,471064.99,2001,283.0,283.0,2.167,0.12,0.028,0.402,1128 2001,1,1,73,73,0.14,77.5279,59.4315,0.8628,0.002,1450
6895,1748,458040,0,1748,1128,471064.99,2002,1571.44,1854.43,2.167,0.12,0.028,0.402,1128 2002,36,37,869,942,0.14,77.5279,59.4315,0.8628,0.002,1348
9386,1748,458040,0,1748,1128,471064.99,2003,340.79,2195.22,2.167,0.12,0.028,0.402,1128 2003,56,92,845,1787,0.14,77.5279,59.4315,0.8628,0.002,1297
11877,1748,458040,0,1748,1128,471064.99,2004,201.2,2396.42,2.167,0.12,0.028,0.402,1128 2004,4,96,102,1888,0.14,77.5279,59.4315,0.8628,0.002,1171
14368,1748,458040,0,1748,1128,471064.99,2005,289.15,2685.57,2.167,0.12,0.028,0.402,1128 2005,28,124,242,2131,0.14,77.5279,59.4315,0.8628,0.002,1311
16859,1748,458040,0,1748,1128,471064.99,2006,324.19,3009.76,2.167,0.12,0.028,0.402,1128 2006,9,133,140,2271,0.14,77.5279,59.4315,0.8628,0.002,1527
19350,1748,458040,0,1748,1128,471064.99,2007,654.76,3664.52,2.167,0.12,0.028,0.402,1128 2007,86,219,635,2906,0.14,77.5279,59.4315,0.8628,0.002,1916
21841,1748,458040,0,1748,1128,471064.99,2008,101.95,3766.47,2.167,0.12,0.028,0.402,1128 2008,11,230,221,3128,0.14,77.5279,59.4315,0.8628,0.002,1295
24332,1748,458040,0,1748,1128,471064.99,2009,534.48,4300.95,2.167,0.12,0.028,0.402,1128 2009,7,237,997,4125,0.14,77.5279,59.4315,0.8628,0.002,1436
26823,1748,458040,0,1748,1128,471064.99,2010,2756.12,7057.07,2.167,0.12,0.028,0.402,1128 2010,112,350,1863,5988,0.14,77.5279,59.4315,0.8628,0.002,1310
29314,1748,458040,0,1748,1128,471064.99,2011,4550.95,11608.02,2.167,0.12,0.028,0.402,1128 2011,298,648,2469,8457,0.14,77.5279,59.4315,0.8628,0.002,1679
31805,1748,458040,0,1748,1128,471064.99,2012,3624.62,15232.64,2.167,0.12,0.028,0.402,1128 2012,399,1046,2320,10776,0.14,77.5279,59.4315,0.8628,0.002,1544
34296,1748,458040,0,1748,1128,471064.99,2013,5471.33,20703.97,2.167,0.12,0.028,0.402,1128 2013,444,1490,3171,13948,0.14,77.5279,59.4315,0.8628,0.002,1528
36787,1748,458040,0,1748,1128,471064.99,2014,3590.52,24294.49,2.167,0.12,0.028,0.402,1128 2014,201,1691,1931,15879,0.14,77.5279,59.4315,0.8628,0.002,1434
39278,1748,458040,0,1748,1128,471064.99,2015,3668.44,27962.93,2.167,0.12,0.028,0.402,1128 2015,135,1826,1189,17068,0.14,77.5279,59.4315,0.8628,0.002,1208
41769,1748,458040,0,1748,1128,471064.99,2016,2518.71,30481.64,2.167,0.12,0.028,0.402,1128 2016,140,1966,1957,19026,0.14,77.5279,59.4315,0.8628,0.002,1335
44260,1748,458040,0,1748,1128,471064.99,2017,2731.4,33213.04,2.167,0.12,0.028,0.402,1128 2017,267,2232,1881,20906,0.14,77.5279,59.4315,0.8628,0.002,1465
46751,1748,458040,0,1748,1128,471064.99,2018,2036.8,35249.84,2.167,0.12,0.028,0.402,1128 2018,126,2358,968,21875,0.14,77.5279,59.4315,0.8628,0.002,1358
49242,1748,458040,0,1748,1128,471064.99,2019,2665.27,37915.11,2.167,0.12,0.028,0.402,1128 2019,139,2497,1580,23455,0.14,77.5279,59.4315,0.8628,0.002,1153
51733,1748,458040,0,1748,1128,471064.99,2020,2608.6,40523.71,2.167,0.12,0.028,0.402,1128 2020,69,2566,1237,24692,0.14,77.5279,59.4315,0.8628,0.002,1242
4405,1748,458040,0,1748,1129,474223.06,2001,1461.5,1461.5,1.5,0.144,0.364,0.212,1129 2001,56,56,748,748,0.52,316.4976,120.4939,1.4315,0.0124,2689
6896,1748,458040,0,1748,1129,474223.06,2002,1456.92,2918.42,1.5,0.144,0.364,0.212,1129 2002,46,103,849,1597,0.52,316.4976,120.4939,1.4315,0.0124,2714
9387,1748,458040,0,1748,1129,474223.06,2003,932.29,3850.7,1.5,0.144,0.364,0.212,1129 2003,31,134,359,1956,0.52,316.4976,120.4939,1.4315,0.0124,2223
11878,1748,458040,0,1748,1129,474223.06,2004,2431.97,6282.67,1.5,0.144,0.364,0.212,1129 2004,66,200,984,2941,0.52,316.4976,120.4939,1.4315,0.0124,2323
14369,1748,458040,0,1748,1129,474223.06,2005,2196.96,8479.63,1.5,0.144,0.364,0.212,1129 2005,51,251,725,3666,0.52,316.4976,120.4939,1.4315,0.0124,2380
16860,1748,458040,0,1748,1129,474223.06,2006,4208.55,12688.18,1.5,0.144,0.364,0.212,1129 2006,128,379,1432,5098,0.52,316.4976,120.4939,1.4315,0.0124,2745
19351,1748,458040,0,1748,1129,474223.06,2007,5010.63,17698.81,1.5,0.144,0.364,0.212,1129 2007,134,513,1927,7024,0.52,316.4976,120.4939,1.4315,0.0124,2620
21842,1748,458040,0,1748,1129,474223.06,2008,4935.72,22634.53,1.5,0.144,0.364,0.212,1129 2008,114,628,2142,9166,0.52,316.4976,120.4939,1.4315,0.0124,2092
24333,1748,458040,0,1748,1129,474223.06,2009,4700.96,27335.49,1.5,0.144,0.364,0.212,1129 2009,150,777,1686,10852,0.52,316.4976,120.4939,1.4315,0.0124,2462
26824,1748,458040,0,1748,1129,474223.06,2010,7438.49,34773.98,1.5,0.144,0.364,0.212,1129 2010,282,1060,3650,14502,0.52,316.4976,120.4939,1.4315,0.0124,2036
29315,1748,458040,0,1748,1129,474223.06,2011,9539.64,44313.63,1.5,0.144,0.364,0.212,1129 2011,459,1519,5165,19666,0.52,316.4976,120.4939,1.4315,0.0124,2819
31806,1748,458040,0,1748,1129,474223.06,2012,12129.68,56443.31,1.5,0.144,0.364,0.212,1129 2012,851,2369,6191,25857,0.52,316.4976,120.4939,1.4315,0.0124,2220
34297,1748,458040,0,1748,1129,474223.06,2013,14258.09,70701.4,1.5,0.144,0.364,0.212,1129 2013,965,3334,6519,32377,0.52,316.4976,120.4939,1.4315,0.0124,2306
36788,1748,458040,0,1748,1129,474223.06,2014,14297.43,84998.82,1.5,0.144,0.364,0.212,1129 2014,328,3662,2890,35267,0.52,316.4976,120.4939,1.4315,0.0124,2376
39279,1748,458040,0,1748,1129,474223.06,2015,8089.35,93088.17,1.5,0.144,0.364,0.212,1129 2015,365,4027,3998,39265,0.52,316.4976,120.4939,1.4315,0.0124,1752
41770,1748,458040,0,1748,1129,474223.06,2016,7789.8,100877.97,1.5,0.144,0.364,0.212,1129 2016,509,4536,3783,43048,0.52,316.4976,120.4939,1.4315,0.0124,2182
44261,1748,458040,0,1748,1129,474223.06,2017,8292.45,109170.42,1.5,0.144,0.364,0.212,1129 2017,504,5040,4586,47634,0.52,316.4976,120.4939,1.4315,0.0124,2236
46752,1748,458040,0,1748,1129,474223.06,2018,12433.62,121604.04,1.5,0.144,0.364,0.212,1129 2018,436,5476,5251,52885,0.52,316.4976,120.4939,1.4315,0.0124,2268
49243,1748,458040,0,1748,1129,474223.06,2019,11533.29,133137.33,1.5,0.144,0.364,0.212,1129 2019,778,6253,5663,58548,0.52,316.4976,120.4939,1.4315,0.0124,1935
51734,1748,458040,0,1748,1129,474223.06,2020,10226.67,143363.99,1.5,0.144,0.364,0.212,1129 2020,637,6890,5161,63709,0.52,316.4976,120.4939,1.4315,0.0124,2028
4406,1748,458040,0,1748,1130,247787.65,2001,329.34,329.34,2.0,0.043,0.013,0.026,1130 2001,50,50,192,192,0.11,85.4483,10.9159,0.6034,0.0015,2226
6897,1748,458040,0,1748,1130,247787.65,2002,187.73,517.07,2.0,0.043,0.013,0.026,1130 2002,14,64,116,309,0.11,85.4483,10.9159,0.6034,0.0015,2053
9388,1748,458040,0,1748,1130,247787.65,2003,1122.22,1639.29,2.0,0.043,0.013,0.026,1130 2003,45,110,498,806,0.11,85.4483,10.9159,0.6034,0.0015,1945
11879,1748,458040,0,1748,1130,247787.65,2004,547.16,2186.45,2.0,0.043,0.013,0.026,1130 2004,27,136,127,933,0.11,85.4483,10.9159,0.6034,0.0015,1941
14370,1748,458040,0,1748,1130,247787.65,2005,671.26,2857.71,2.0,0.043,0.013,0.026,1130 2005,104,240,400,1333,0.11,85.4483,10.9159,0.6034,0.0015,1974
16861,1748,458040,0,1748,1130,247787.65,2006,302.54,3160.25,2.0,0.043,0.013,0.026,1130 2006,112,352,309,1642,0.11,85.4483,10.9159,0.6034,0.0015,2186
19352,1748,458040,0,1748,1130,247787.65,2007,1293.03,4453.28,2.0,0.043,0.013,0.026,1130 2007,44,396,815,2457,0.11,85.4483,10.9159,0.6034,0.0015,3057
21843,1748,458040,0,1748,1130,247787.65,2008,287.48,4740.76,2.0,0.043,0.013,0.026,1130 2008,33,429,131,2588,0.11,85.4483,10.9159,0.6034,0.0015,1728
24334,1748,458040,0,1748,1130,247787.65,2009,480.4,5221.16,2.0,0.043,0.013,0.026,1130 2009,25,454,254,2842,0.11,85.4483,10.9159,0.6034,0.0015,2081
26825,1748,458040,0,1748,1130,247787.65,2010,785.21,6006.37,2.0,0.043,0.013,0.026,1130 2010,314,768,1692,4534,0.11,85.4483,10.9159,0.6034,0.0015,2036
29316,1748,458040,0,1748,1130,247787.65,2011,164.89,6171.26,2.0,0.043,0.013,0.026,1130 2011,34,802,220,4754,0.11,85.4483,10.9159,0.6034,0.0015,2314
31807,1748,458040,0,1748,1130,247787.65,2012,761.84,6933.11,2.0,0.043,0.013,0.026,1130 2012,132,934,933,5687,0.11,85.4483,10.9159,0.6034,0.0015,2223
34298,1748,458040,0,1748,1130,247787.65,2013,605.37,7538.47,2.0,0.043,0.013,0.026,1130 2013,48,982,501,6187,0.11,85.4483,10.9159,0.6034,0.0015,2410
36789,1748,458040,0,1748,1130,247787.65,2014,727.66,8266.13,2.0,0.043,0.013,0.026,1130 2014,74,1057,912,7100,0.11,85.4483,10.9159,0.6034,0.0015,2180
39280,1748,458040,0,1748,1130,247787.65,2015,493.34,8759.47,2.0,0.043,0.013,0.026,1130 2015,83,1139,864,7963,0.11,85.4483,10.9159,0.6034,0.0015,1933
41771,1748,458040,0,1748,1130,247787.65,2016,864.7,9624.17,2.0,0.043,0.013,0.026,1130 2016,60,1199,1615,9579,0.11,85.4483,10.9159,0.6034,0.0015,1887
44262,1748,458040,0,1748,1130,247787.65,2017,565.24,10189.42,2.0,0.043,0.013,0.026,1130 2017,87,1286,917,10495,0.11,85.4483,10.9159,0.6034,0.0015,2399
46753,1748,458040,0,1748,1130,247787.65,2018,515.36,10704.78,2.0,0.043,0.013,0.026,1130 2018,88,1374,610,11106,0.11,85.4483,10.9159,0.6034,0.0015,2116
49244,1748,458040,0,1748,1130,247787.65,2019,693.13,11397.91,2.0,0.043,0.013,0.026,1130 2019,162,1536,1076,12182,0.11,85.4483,10.9159,0.6034,0.0015,1713
51735,1748,458040,0,1748,1130,247787.65,2020,1232.78,12630.69,2.0,0.043,0.013,0.026,1130 2020,227,1763,1341,13524,0.11,85.4483,10.9159,0.6034,0.0015,2128
4407,1748,458040,0,1748,1131,288220.43,2001,2100.36,2100.36,2.182,0.059,0.012,0.021,1131 2001,173,173,973,973,0.19,66.2214,45.4011,0.6049,0.002,1265
6898,1748,458040,0,1748,1131,288220.43,2002,7537.14,9637.5,2.182,0.059,0.012,0.021,1131 2002,321,493,2657,3630,0.19,66.2214,45.4011,0.6049,0.002,1220
9389,1748,458040,0,1748,1131,288220.43,2003,8378.91,18016.41,2.182,0.059,0.012,0.021,1131 2003,298,791,2554,6185,0.19,66.2214,45.4011,0.6049,0.002,1317
